Sensor_Type,Ammonia_ppm,Methane_ppm,CO2_ppm,H2S_ppm,MQ-137 Ammonia,MQ-4 Methane,MQ136 H2S,SCD41 CO2
MQ-137 Ammonia,189.50745010383494,368.088021925029,1013.4206498537828,15.559126726037553,1.0,0.0,0.0,0.0
MQ136 H2S,179.12089341930573,243.5785687889887,3646.276192447624,13.63175030261892,0.0,0.0,1.0,0.0
MQ136 H2S,109.05103551608485,343.83564060621933,2304.2609576894965,12.897217849778636,0.0,0.0,1.0,0.0
MQ-137 Ammonia,105.0171556250077,460.98365387973143,2693.925662355615,5.610566395475638,1.0,0.0,0.0,0.0
MQ-137 Ammonia,23.857932551650602,251.15843437361428,1300.3256999104196,10.56957833595503,1.0,0.0,0.0,0.0
MQ136 H2S,199.316649450857,51.24756434890395,2552.2429069797017,14.70137260469764,0.0,0.0,1.0,0.0
MQ-137 Ammonia,122.4051814396196,497.885442612986,1991.6587284292855,14.201204964953442,1.0,0.0,0.0,0.0
MQ-137 Ammonia,120.56598110699915,356.6632055768422,4928.841168370829,3.049041305388846,1.0,0.0,0.0,0.0
MQ-137 Ammonia,103.22806996231809,157.67866631310886,729.1867922565231,10.137042771592226,1.0,0.0,0.0,0.0
SCD41 CO2,153.73078977063187,339.2152271944772,1511.1612775150636,16.989989481585898,0.0,0.0,0.0,1.0
MQ136 H2S,79.8125402573419,148.70366471992912,620.2468900816133,17.611693355372225,0.0,0.0,1.0,0.0
MQ136 H2S,66.13915836703234,427.19512720451604,1443.2781363717254,6.476892579610981,0.0,0.0,1.0,0.0
MQ-137 Ammonia,26.1565759355311,206.24574713559812,4578.945680615195,14.93063164034947,1.0,0.0,0.0,0.0
MQ-137 Ammonia,18.00548084332389,164.47532886748687,2965.2227626633908,6.195237743218314,1.0,0.0,0.0,0.0
MQ-137 Ammonia,27.420102941070873,241.72820677566602,390.3740708225063,17.026681622764645,1.0,0.0,0.0,0.0
MQ136 H2S,97.5086937582021,340.3092420347621,4850.775750627734,19.58259805406311,0.0,0.0,1.0,0.0
MQ-137 Ammonia,171.40913639245605,388.85487472644553,2155.94651981243,4.131798177873379,1.0,0.0,0.0,0.0
MQ-4 Methane,176.44929028362364,318.0592519474116,2004.0134195219437,17.24377444736619,0.0,1.0,0.0,0.0
SCD41 CO2,76.80062240802137,382.0746594895162,749.3346848285843,19.917677912955483,0.0,0.0,0.0,1.0
MQ-4 Methane,76.98333620833424,271.42405163413684,3165.5003007727996,17.483067526104346,0.0,1.0,0.0,0.0
MQ-4 Methane,60.90764991161842,154.58304013651752,1148.0393508087436,13.990701694400855,0.0,1.0,0.0,0.0
SCD41 CO2,33.58830073346375,351.8660654705354,2578.580500433536,4.195255306773173,0.0,0.0,0.0,1.0
MQ-137 Ammonia,155.4821260366118,298.6158683266461,1501.7597546504874,18.438950587193403,1.0,0.0,0.0,0.0
MQ-4 Methane,171.060091230148,200.1701090101444,2159.946494507228,2.274272903345693,0.0,1.0,0.0,0.0
SCD41 CO2,159.4852563266481,321.84839813933024,2089.313301887887,3.3105943592689147,0.0,0.0,0.0,1.0
MQ-137 Ammonia,142.4380793134061,17.00816293587748,2349.6521972261116,19.048090281685973,1.0,0.0,0.0,0.0
MQ-4 Methane,78.72035443440136,32.81051425401166,731.591023998251,1.7029013991761024,0.0,1.0,0.0,0.0
MQ-137 Ammonia,153.0963893342873,337.5246552548798,962.7615118091711,18.777816713334314,1.0,0.0,0.0,0.0
MQ136 H2S,183.19564020441433,454.42067416769595,316.44634821064324,19.565570282482078,0.0,0.0,1.0,0.0
SCD41 CO2,85.39123613033314,176.58517946141663,2791.287502871549,16.828196809675358,0.0,0.0,0.0,1.0
MQ-4 Methane,141.32297779889632,101.70957609185295,882.0409353177521,13.474375550794822,0.0,1.0,0.0,0.0
MQ-4 Methane,134.64669847441124,440.07377916427293,4806.503084773401,7.476238959556873,0.0,1.0,0.0,0.0
MQ136 H2S,169.68160535136738,80.5366166749802,3231.736024268632,6.3022657434159735,0.0,0.0,1.0,0.0
MQ136 H2S,158.44771218348328,299.4176100264557,3198.684857132477,2.904886468524849,0.0,0.0,1.0,0.0
MQ-137 Ammonia,61.03455336116728,394.4800351774598,2039.9861594073143,12.561588031915731,1.0,0.0,0.0,0.0
MQ-4 Methane,37.03050532379776,194.41854619005886,315.19644931783796,19.854337683467023,0.0,1.0,0.0,0.0
MQ-4 Methane,186.3900395454036,285.98949513381416,4390.41794210758,12.078709415560466,0.0,1.0,0.0,0.0
MQ-4 Methane,62.6051608002136,98.73564173668782,4954.488785682205,19.644640333554715,0.0,1.0,0.0,0.0
MQ136 H2S,89.44002827027161,174.29119636326539,1056.0908758440821,15.23363630873932,0.0,0.0,1.0,0.0
MQ-4 Methane,57.68616373723652,153.8272711812919,3589.188101553161,5.483959812927763,0.0,1.0,0.0,0.0
SCD41 CO2,90.71724225488236,115.53471575312818,2384.5786465517904,19.64795368364805,0.0,0.0,0.0,1.0
MQ-4 Methane,166.76678850028244,33.29580721917833,3485.058909051541,17.0094192016725,0.0,1.0,0.0,0.0
MQ-4 Methane,99.0006080137329,292.37869291476045,3976.800077464184,19.94302114800614,0.0,1.0,0.0,0.0
MQ-137 Ammonia,142.01619171159103,98.20993586802463,721.5468976196247,10.074286744687264,1.0,0.0,0.0,0.0
MQ136 H2S,106.06004545470083,60.959871561451955,901.269403329022,15.846072512689247,0.0,0.0,1.0,0.0
SCD41 CO2,170.84914697936009,442.6017447464686,921.871472309842,0.9745049114619811,0.0,0.0,0.0,1.0
SCD41 CO2,43.202560612539216,417.1272458633068,1371.4817103873274,18.117302593009484,0.0,0.0,0.0,1.0
MQ-137 Ammonia,161.1407955463565,211.54004130609692,1189.0430430878198,6.629348410859478,1.0,0.0,0.0,0.0
SCD41 CO2,125.51734810054629,277.4711420055861,1453.301557537383,4.856126747045655,0.0,0.0,0.0,1.0
MQ-137 Ammonia,57.79663498811669,151.52489110209316,3085.889286492795,16.719865560233842,1.0,0.0,0.0,0.0
MQ136 H2S,178.47701307574062,93.13408869355972,915.7217644560201,13.254307190498825,0.0,0.0,1.0,0.0
MQ-137 Ammonia,134.06622206500816,381.98647787404343,4338.274209617524,9.15439044014587,1.0,0.0,0.0,0.0
MQ-137 Ammonia,91.42752135044148,125.83724276598964,2583.619041871048,5.040378524838319,1.0,0.0,0.0,0.0
MQ136 H2S,33.12906266517903,328.2865886718644,3296.0742925023437,14.986867466224698,0.0,0.0,1.0,0.0
MQ-137 Ammonia,170.76627594406185,498.04027499835894,4954.768834523578,17.716451220225952,1.0,0.0,0.0,0.0
MQ-4 Methane,45.73610346239468,131.67909403824527,400.16309482662246,12.355563186492711,0.0,1.0,0.0,0.0
MQ-137 Ammonia,77.53438239153974,60.214611469048236,1916.7702959380204,9.990712110168698,1.0,0.0,0.0,0.0
SCD41 CO2,147.16512732501707,206.85116642989405,3234.6281710368366,19.83498164541423,0.0,0.0,0.0,1.0
MQ-4 Methane,79.26564704754773,491.12621212528967,2023.379290428882,9.170778233111397,0.0,1.0,0.0,0.0
SCD41 CO2,101.65539319851273,443.2796004548571,1770.5570519285084,5.294594980125707,0.0,0.0,0.0,1.0
MQ-4 Methane,64.77366809805561,460.2669820727902,4431.324686792015,3.6234141696954287,0.0,1.0,0.0,0.0
MQ-137 Ammonia,152.46222632853332,196.67211749312867,4213.361270461358,7.695339397786529,1.0,0.0,0.0,0.0
MQ136 H2S,50.93728036635917,446.6641264516692,4667.310136571986,13.114946405642687,0.0,0.0,1.0,0.0
MQ-4 Methane,34.77628226113732,279.2889323200677,3340.5236009930795,14.124296136011402,0.0,1.0,0.0,0.0
MQ-4 Methane,178.2657467267014,305.6567872279249,1649.5315436319152,14.725505149455719,0.0,1.0,0.0,0.0
SCD41 CO2,142.2367626744034,442.3431319041745,1667.752124909808,15.063254143743318,0.0,0.0,0.0,1.0
MQ-137 Ammonia,90.96445333286844,308.6716115034563,504.78578797993333,16.71613987065206,1.0,0.0,0.0,0.0
MQ136 H2S,151.19475311636268,372.3314761859534,829.7669709746315,5.600120311935398,0.0,0.0,1.0,0.0
MQ136 H2S,198.70395011052804,281.5478622690868,1503.0796987288113,19.408060737164032,0.0,0.0,1.0,0.0
MQ136 H2S,119.2490865133555,189.31324673304695,2120.5905203116686,15.753082433071915,0.0,0.0,1.0,0.0
MQ-137 Ammonia,126.88457490092102,458.30948617569607,1782.671563937219,13.942287437731379,1.0,0.0,0.0,0.0
MQ-137 Ammonia,145.38931073912346,214.125284676008,4121.218735810199,4.082231909134315,1.0,0.0,0.0,0.0
MQ-137 Ammonia,22.427693185189366,488.2667661968594,4876.829003718468,17.461874046307894,1.0,0.0,0.0,0.0
MQ-4 Methane,132.41276659490129,435.9725511715901,754.8037313982518,3.9694620255596234,0.0,1.0,0.0,0.0
MQ136 H2S,126.21313910768333,436.93349317656055,4055.1347524670673,2.1431030606948873,0.0,0.0,1.0,0.0
MQ-137 Ammonia,150.8026506878428,322.99583523424826,4150.1455765897545,7.611319594332608,1.0,0.0,0.0,0.0
MQ136 H2S,117.99059387779812,395.83063976223235,3694.182986497091,10.39449514475052,0.0,0.0,1.0,0.0
MQ-137 Ammonia,59.5215114438953,390.33459129480417,4605.104647947866,8.00936486889523,1.0,0.0,0.0,0.0
MQ-4 Methane,184.4108834162419,70.41786560500013,1979.6629128832794,6.287787547027854,0.0,1.0,0.0,0.0
MQ-4 Methane,101.76785529714172,277.97619453077374,1194.1592229686398,15.290061311196279,0.0,1.0,0.0,0.0
SCD41 CO2,149.11351971239958,106.04265035035367,599.2833175135477,6.867132730773119,0.0,0.0,0.0,1.0
MQ-137 Ammonia,93.13655085091537,278.9181718151163,2997.6958603537937,0.503834913065945,1.0,0.0,0.0,0.0
MQ136 H2S,145.8304594821583,206.77003791325956,741.8909025787988,11.655587449685054,0.0,0.0,1.0,0.0
MQ-4 Methane,35.46707602124036,38.11901848903684,3319.3693257570935,1.7246163327906474,0.0,1.0,0.0,0.0
MQ136 H2S,169.8433413221055,33.94256840145388,1066.6606085952278,19.613747197702075,0.0,0.0,1.0,0.0
SCD41 CO2,95.77178959043252,325.9147160155726,314.405761893986,5.842366704068172,0.0,0.0,0.0,1.0
MQ136 H2S,118.21927914993535,466.36103176976314,1535.806877860653,5.673598186195325,0.0,0.0,1.0,0.0
MQ-4 Methane,168.1655758277761,144.5885639034601,343.79140694606025,7.654557572839809,0.0,1.0,0.0,0.0
MQ-137 Ammonia,107.75805533034668,83.6838112100025,1286.14431166528,6.52871637367816,1.0,0.0,0.0,0.0
SCD41 CO2,181.93284729437553,465.1823613935962,2794.6298581209435,13.563395128046986,0.0,0.0,0.0,1.0
MQ-137 Ammonia,32.89937355723609,460.6407266620212,4128.847571338912,14.932020423337983,1.0,0.0,0.0,0.0
MQ-4 Methane,80.24410836096217,118.16963282771209,990.4370669777121,10.579957022613387,0.0,1.0,0.0,0.0
SCD41 CO2,145.38275658851012,119.56850820943109,4833.725686219791,12.780156081698966,0.0,0.0,0.0,1.0
MQ-137 Ammonia,44.439410989558844,181.29724514410128,4087.668741544226,7.688149614040735,1.0,0.0,0.0,0.0
MQ-137 Ammonia,16.57600597021972,382.11879883887303,4900.343679177367,10.098051194671289,1.0,0.0,0.0,0.0
MQ-4 Methane,45.85463696758602,336.9545474694856,617.9611392750668,14.524217787492253,0.0,1.0,0.0,0.0
MQ-137 Ammonia,109.39660349415357,337.51808408962484,2780.2575204306368,8.365668659763138,1.0,0.0,0.0,0.0
MQ-137 Ammonia,157.93942765256404,312.27431786580604,447.3354523296839,2.3100340687925147,1.0,0.0,0.0,0.0
MQ-137 Ammonia,29.52737325302448,38.68762539982924,3887.4855057472523,14.595628282723439,1.0,0.0,0.0,0.0
SCD41 CO2,166.83191832243796,87.64783874190904,4380.6993948639565,7.855758116254406,0.0,0.0,0.0,1.0
MQ-137 Ammonia,29.08371002626678,59.66758352706065,1187.7449023392774,0.6294948587662925,1.0,0.0,0.0,0.0
MQ136 H2S,66.91116754165444,268.69160531969845,1078.0890818630774,10.730700105634416,0.0,0.0,1.0,0.0
SCD41 CO2,119.90698625333326,407.436686161573,2271.5219119906246,15.79671542423255,0.0,0.0,0.0,1.0
SCD41 CO2,124.57805782108416,154.68059188756166,2805.298630784335,1.8674992285062988,0.0,0.0,0.0,1.0
MQ-137 Ammonia,197.28866375730635,466.259854091766,861.5386390388645,13.41740213812949,1.0,0.0,0.0,0.0
MQ136 H2S,189.20082155783223,224.04483869428182,4265.56613719635,5.8049712194761955,0.0,0.0,1.0,0.0
MQ-137 Ammonia,199.59430006882815,402.64447648888364,3332.132532321273,9.0657993820869,1.0,0.0,0.0,0.0
MQ136 H2S,137.04930335927563,308.3128830160059,3291.8982759435703,3.86414506692797,0.0,0.0,1.0,0.0
MQ-137 Ammonia,132.26971915501798,327.09530611805405,1420.7653526926622,7.520692395806507,1.0,0.0,0.0,0.0
MQ-4 Methane,58.58777893084611,428.87801678441906,4223.061923526503,13.283242560643837,0.0,1.0,0.0,0.0
MQ-137 Ammonia,26.55484725857309,232.9040960572082,1337.9035692919574,2.495379954813029,1.0,0.0,0.0,0.0
MQ-4 Methane,74.13586192719575,403.86128441337047,2789.6943392161297,1.8554035049269855,0.0,1.0,0.0,0.0
SCD41 CO2,130.11473007050697,203.52975053997534,4291.100371214023,5.502102474159101,0.0,0.0,0.0,1.0
MQ-137 Ammonia,94.50844073101452,443.68006408210624,1077.4999479097912,19.74846421802041,1.0,0.0,0.0,0.0
MQ136 H2S,168.49893857635243,208.75056691518932,2998.6142713833556,8.868994614143435,0.0,0.0,1.0,0.0
MQ-4 Methane,87.62650551769744,57.02016372854144,994.3701388347176,17.745771562346604,0.0,1.0,0.0,0.0
SCD41 CO2,8.874054507336888,344.1074875270716,2347.7361092710576,10.619510441123051,0.0,0.0,0.0,1.0
MQ136 H2S,53.17097761895668,355.95234233156765,900.2108146714273,8.641419402439853,0.0,0.0,1.0,0.0
MQ-137 Ammonia,63.667457182971326,299.8489492724269,2377.4574758676995,15.39731618253739,1.0,0.0,0.0,0.0
MQ-137 Ammonia,10.191029308800209,133.47165556626453,3745.39276245865,9.13253637566014,1.0,0.0,0.0,0.0
SCD41 CO2,33.7178962950177,190.85432418200043,1427.2443469911884,8.526654060602684,0.0,0.0,0.0,1.0
SCD41 CO2,184.63191566281054,73.88945254300073,1833.4520596170073,0.5855501654900266,0.0,0.0,0.0,1.0
MQ-137 Ammonia,67.29912926452252,52.556882702019664,3718.4874974206637,5.134251677020066,1.0,0.0,0.0,0.0
SCD41 CO2,8.743097250399016,287.3393695055003,1610.2997294368986,8.876545512832477,0.0,0.0,0.0,1.0
SCD41 CO2,194.7385796046998,292.83349674687054,1824.4801260245708,18.99558461527145,0.0,0.0,0.0,1.0
MQ-4 Methane,18.083665921079234,400.9900689126795,472.47947508899597,3.9884505354198923,0.0,1.0,0.0,0.0
MQ136 H2S,161.43666253472307,100.78433043993012,2001.933027230611,19.600149252191,0.0,0.0,1.0,0.0
MQ-4 Methane,92.22448604220233,95.65129539667643,4501.641429258766,18.862944706991236,0.0,1.0,0.0,0.0
MQ-137 Ammonia,67.9392467453313,52.95952686913371,3635.487642316038,17.20592106423161,1.0,0.0,0.0,0.0
MQ-137 Ammonia,167.01557238589174,444.13667200577896,1010.868305466284,7.743935168257226,1.0,0.0,0.0,0.0
SCD41 CO2,42.28689949875692,471.78947036893453,3788.1507849605105,1.6017089152725679,0.0,0.0,0.0,1.0
MQ-137 Ammonia,60.763878438786875,133.718852347162,1456.032612766271,9.486696643506152,1.0,0.0,0.0,0.0
MQ136 H2S,99.39156468665102,60.648514485854236,1447.4487217400927,12.129862457590091,0.0,0.0,1.0,0.0
MQ-4 Methane,193.58387127359313,74.52169273205281,696.1318955682276,19.029780643783976,0.0,1.0,0.0,0.0
MQ-4 Methane,187.5364928123022,314.5149702445814,1879.0645207859889,5.159102888716794,0.0,1.0,0.0,0.0
MQ-4 Methane,12.732638148596921,233.57202200148745,4132.005780249427,5.183919720478598,0.0,1.0,0.0,0.0
SCD41 CO2,181.32693277526997,115.59326966860881,1804.535323781577,7.355928119280222,0.0,0.0,0.0,1.0
SCD41 CO2,161.7643976307353,283.2975377783029,2335.199486766868,14.391600075841255,0.0,0.0,0.0,1.0
MQ-4 Methane,77.96569619074599,92.37797261855596,888.9173012470703,18.636364271856134,0.0,1.0,0.0,0.0
MQ-137 Ammonia,20.223076433529307,424.4419875862267,4360.22536041868,9.412347979319508,1.0,0.0,0.0,0.0
MQ136 H2S,176.44386200026491,132.28497665152472,2969.6251400591063,10.237732804394584,0.0,0.0,1.0,0.0
SCD41 CO2,188.3448603158627,48.89211100654551,4751.3053547074305,11.505673244925992,0.0,0.0,0.0,1.0
MQ-137 Ammonia,46.360225961325966,66.9783494426949,2132.3381991456476,1.4222222665166282,1.0,0.0,0.0,0.0
SCD41 CO2,181.03060852459402,193.32259877626905,3255.9559432563897,9.617912872334925,0.0,0.0,0.0,1.0
SCD41 CO2,130.14284606732664,486.0199985171416,4540.761896880987,4.50247961547558,0.0,0.0,0.0,1.0
SCD41 CO2,53.46815285442383,406.35627927109925,3139.6160024173187,8.380940325859912,0.0,0.0,0.0,1.0
MQ-4 Methane,14.873393764069402,50.71354566475997,1827.2606408081851,7.283388984803657,0.0,1.0,0.0,0.0
MQ136 H2S,190.2725945717794,222.35841905888756,2771.7920112012084,9.933920616493689,0.0,0.0,1.0,0.0
SCD41 CO2,124.29366472127363,237.046361193599,4231.031458264648,11.998512433498734,0.0,0.0,0.0,1.0
SCD41 CO2,49.476220265580466,417.640895667856,4832.393737340724,5.329978520270551,0.0,0.0,0.0,1.0
MQ-137 Ammonia,150.4599661257952,364.50816926717494,4143.2337713402885,2.4521226674939385,1.0,0.0,0.0,0.0
MQ-137 Ammonia,154.68539935383487,221.00641957356146,4884.6912825122345,18.8302081577587,1.0,0.0,0.0,0.0
MQ136 H2S,199.71006377426477,242.57116159912988,4567.502941916724,5.549116832369159,0.0,0.0,1.0,0.0
MQ-4 Methane,20.06307962702589,98.7928855940372,674.4895171915985,16.54342459368354,0.0,1.0,0.0,0.0
MQ-137 Ammonia,51.487480214232264,73.84163688149307,929.6108313805648,1.5226404626874293,1.0,0.0,0.0,0.0
MQ-4 Methane,113.08914506464507,442.198432866619,3893.511921064331,14.737626463472694,0.0,1.0,0.0,0.0
SCD41 CO2,137.98407244732812,100.70862962206901,1204.0675566232358,2.3670792291156344,0.0,0.0,0.0,1.0
MQ-137 Ammonia,172.6511173967734,425.87977962007244,2861.0591883644665,17.377246480954916,1.0,0.0,0.0,0.0
SCD41 CO2,81.19519641346581,74.88785115109074,4126.850856646346,17.622927197921268,0.0,0.0,0.0,1.0
MQ-4 Methane,190.7854241377021,497.90186013214435,504.0680014784824,16.876923553556953,0.0,1.0,0.0,0.0
MQ136 H2S,122.55435220663287,102.6580692061135,4423.715150614305,8.419794740272359,0.0,0.0,1.0,0.0
SCD41 CO2,191.601441213429,413.3443172069689,2316.3454675049184,12.640945701908938,0.0,0.0,0.0,1.0
MQ136 H2S,104.72676051490313,498.91715392772267,4857.2852927265385,1.7834442169001317,0.0,0.0,1.0,0.0
MQ136 H2S,73.74503371398188,277.0970722884242,4127.580040563484,10.251639232973451,0.0,0.0,1.0,0.0
MQ136 H2S,138.86252477315628,16.79568283189535,2411.9061817804118,15.40674529539897,0.0,0.0,1.0,0.0
MQ-4 Methane,13.79877275536257,187.91912457855835,4818.796782766038,6.091798114608579,0.0,1.0,0.0,0.0
MQ-4 Methane,24.716179452391728,320.4993547529136,2837.586902092745,6.96728955756309,0.0,1.0,0.0,0.0
SCD41 CO2,177.5547205771994,174.06263100770332,714.0811849943581,3.518657670665198,0.0,0.0,0.0,1.0
SCD41 CO2,152.01785529602844,117.24527577507004,3673.0345831431023,13.42177807097631,0.0,0.0,0.0,1.0
SCD41 CO2,148.0103039814055,435.651379247613,2733.24963969619,17.143760016947045,0.0,0.0,0.0,1.0
MQ-137 Ammonia,174.85145729428348,53.75786196337674,4863.839531783432,5.539824767648955,1.0,0.0,0.0,0.0
MQ-137 Ammonia,6.0186297066622005,63.77931501757906,2801.853989184874,15.541757204339877,1.0,0.0,0.0,0.0
SCD41 CO2,152.551266482388,289.9295979223473,4798.540544889613,0.6986662624064479,0.0,0.0,0.0,1.0
SCD41 CO2,180.76698039876243,154.213676781417,1755.0938836386513,5.444097287355507,0.0,0.0,0.0,1.0
MQ-4 Methane,102.45227248112566,263.11383363571844,4660.3491296775455,19.921417109475836,0.0,1.0,0.0,0.0
MQ-137 Ammonia,89.011235152837,125.34671754219134,539.893645464241,3.1313642107462947,1.0,0.0,0.0,0.0
MQ136 H2S,195.4073905017922,271.93402791242596,2912.6448974721293,5.8663901639507054,0.0,0.0,1.0,0.0
SCD41 CO2,58.60705784553233,82.0691275349392,941.6456037706819,0.7415099488012784,0.0,0.0,0.0,1.0
MQ-4 Methane,21.135694370069128,77.02128949150423,486.8838793632837,5.691503199088832,0.0,1.0,0.0,0.0
MQ-4 Methane,124.12065520868684,15.055875843418566,1831.6355933349755,17.373424057697953,0.0,1.0,0.0,0.0
MQ-137 Ammonia,59.84186651361551,296.6962114681471,693.6323367764185,12.8211935774005,1.0,0.0,0.0,0.0
MQ136 H2S,63.09592981586826,241.18227470738643,1814.7815821409217,9.487416415171635,0.0,0.0,1.0,0.0
MQ-4 Methane,50.13830165348372,456.4291054438853,1505.363873580621,3.6789165557787165,0.0,1.0,0.0,0.0
MQ-4 Methane,119.34182715246348,427.541258167171,1834.548859266934,2.1101574050345344,0.0,1.0,0.0,0.0
MQ-137 Ammonia,62.680522534399785,372.31051523787875,2493.692483502932,9.502659562747743,1.0,0.0,0.0,0.0
SCD41 CO2,183.41402276997934,54.90143111521813,398.39519264675044,9.291288593474851,0.0,0.0,0.0,1.0
MQ-4 Methane,6.2514670602967035,437.77690670448976,2614.214880554869,13.089920798595713,0.0,1.0,0.0,0.0
MQ-4 Methane,89.66815590112027,141.11753252704398,4588.435633052206,18.478838729163073,0.0,1.0,0.0,0.0
MQ136 H2S,77.62005404642647,448.7560597297668,1256.844211621986,6.444947145265959,0.0,0.0,1.0,0.0
SCD41 CO2,122.75340952306864,121.30956360624148,1204.4897060808785,5.258265138449536,0.0,0.0,0.0,1.0
MQ-137 Ammonia,138.30182323001088,193.23433700917676,3165.3717167708114,16.951938578558053,1.0,0.0,0.0,0.0
MQ-137 Ammonia,171.44568032456056,458.76273996337176,3317.7146184704775,12.831031891808694,1.0,0.0,0.0,0.0
MQ-137 Ammonia,53.16578099115487,492.2895478421792,1139.6436562631952,3.3186602592616454,1.0,0.0,0.0,0.0
SCD41 CO2,137.89472136937712,394.52475170185136,2769.761190101188,2.3953113210369352,0.0,0.0,0.0,1.0
MQ-4 Methane,120.42462522282501,388.340339569739,3222.4196504308375,2.7640447893509346,0.0,1.0,0.0,0.0
SCD41 CO2,197.50455941176529,336.1032302333416,4668.751309083861,5.5002043032321595,0.0,0.0,0.0,1.0
MQ-4 Methane,37.610850742104006,342.9947170187462,2214.286171842048,11.251307191947317,0.0,1.0,0.0,0.0
MQ136 H2S,56.03848247553339,447.2440052020374,1065.3736773916294,14.352414929296916,0.0,0.0,1.0,0.0
MQ-137 Ammonia,181.6386241768764,425.8441674713663,3615.770048300836,19.65261606190502,1.0,0.0,0.0,0.0
MQ-4 Methane,145.48447132609775,308.4326678020837,4739.229481303493,19.280502644963427,0.0,1.0,0.0,0.0
MQ-4 Methane,129.05172603235454,62.70015676485222,2387.873309713283,6.834868150250031,0.0,1.0,0.0,0.0
SCD41 CO2,36.51257075224213,181.7134776983429,3110.5623022337136,2.7655726873044193,0.0,0.0,0.0,1.0
MQ-4 Methane,75.57754178255252,337.45648552883546,498.7692290649996,9.159126277340077,0.0,1.0,0.0,0.0
MQ-137 Ammonia,197.76205879557804,169.2504699342166,2194.256588353248,11.427574888906868,1.0,0.0,0.0,0.0
MQ136 H2S,25.59688588386166,463.5537643311604,3013.807655067866,14.146175897735969,0.0,0.0,1.0,0.0
MQ-137 Ammonia,12.317719121948956,402.5706805610541,2843.528322146646,7.412801197576265,1.0,0.0,0.0,0.0
MQ-137 Ammonia,13.653016968320564,288.0447384487008,3100.3610381961244,11.698309802097322,1.0,0.0,0.0,0.0
MQ-137 Ammonia,174.43833985501584,457.2177271140423,1473.7550665042363,7.851056818137035,1.0,0.0,0.0,0.0
MQ-4 Methane,158.8514339675185,236.19826990863623,2853.9513084478317,14.521197394012798,0.0,1.0,0.0,0.0
MQ136 H2S,70.10582136245627,236.62004841278082,342.11566929579493,7.689309068437534,0.0,0.0,1.0,0.0
SCD41 CO2,96.05528007192508,339.67784326272124,450.1956484294537,15.399113479976107,0.0,0.0,0.0,1.0
MQ-137 Ammonia,153.47071216922214,174.49138935363547,1572.43211602626,9.403173321969527,1.0,0.0,0.0,0.0
MQ-137 Ammonia,35.14428744754881,60.45756128959889,1336.7120594686996,13.635213612153903,1.0,0.0,0.0,0.0
MQ-4 Methane,55.496453066682164,92.77591031750738,3198.9789908163702,3.195758953253895,0.0,1.0,0.0,0.0
MQ-4 Methane,81.05674078256858,454.66264566429595,4734.0330681565065,1.7601362174242559,0.0,1.0,0.0,0.0
SCD41 CO2,80.21879339863031,84.07985569294885,1572.6887659913998,1.6537736194086452,0.0,0.0,0.0,1.0
MQ-4 Methane,27.435062143364398,109.04311004275127,3985.3079778315305,11.616042491638062,0.0,1.0,0.0,0.0
SCD41 CO2,96.66644305761692,35.872044963104166,4263.832167077554,17.466008520525733,0.0,0.0,0.0,1.0
SCD41 CO2,32.97714910559446,46.24058519530921,1250.0208405535043,15.089358779739737,0.0,0.0,0.0,1.0
MQ-4 Methane,147.59412720405268,24.316374206931144,3734.7887447721528,0.5784129399011824,0.0,1.0,0.0,0.0
MQ-4 Methane,20.049614760728808,199.88145802699015,2584.637248590594,14.771504202469206,0.0,1.0,0.0,0.0
MQ136 H2S,168.02841308659566,370.7614333807947,1931.658628854022,5.614899500653285,0.0,0.0,1.0,0.0
MQ136 H2S,136.86998778052507,178.76591132477716,3288.649888468716,5.1876746342731,0.0,0.0,1.0,0.0
MQ-137 Ammonia,67.40449685640623,409.1794353428438,4289.622968692954,6.242895080892554,1.0,0.0,0.0,0.0
SCD41 CO2,134.44977000264817,124.74138002167209,1749.9883249556233,15.245915418749174,0.0,0.0,0.0,1.0
MQ136 H2S,177.01100559808117,474.56418837319166,1573.9174370840342,6.849898222308866,0.0,0.0,1.0,0.0
MQ136 H2S,28.514785804057386,430.8750605817931,2034.7798739654866,8.656408399343892,0.0,0.0,1.0,0.0
MQ136 H2S,170.90122641369075,26.902242146970714,706.6329047595918,7.033971117986242,0.0,0.0,1.0,0.0
MQ-137 Ammonia,182.36470387971983,309.17736072476447,1267.273693364673,6.972473668374625,1.0,0.0,0.0,0.0
MQ-137 Ammonia,197.67298859269363,435.6554087584238,911.0880294637475,18.742804003783768,1.0,0.0,0.0,0.0
SCD41 CO2,145.03195341707288,349.6464735969901,476.3741387906345,3.688808511686379,0.0,0.0,0.0,1.0
MQ-4 Methane,173.61614436689518,348.08249363953547,669.5542310031204,2.25164410973747,0.0,1.0,0.0,0.0
MQ136 H2S,161.11930004800269,413.464595744693,4368.429730001211,4.536839281648124,0.0,0.0,1.0,0.0
SCD41 CO2,86.27324454950903,352.79062151262565,3015.7254249662556,15.884089722760338,0.0,0.0,0.0,1.0
MQ-137 Ammonia,10.60180410277497,176.0672267828553,2276.2928441657737,4.596050116978588,1.0,0.0,0.0,0.0
MQ-4 Methane,95.89599956914677,294.70943627415073,1167.2427872168278,8.616039276533401,0.0,1.0,0.0,0.0
MQ136 H2S,187.58888729816482,203.60971999682758,3975.1046789070106,3.5642352858496325,0.0,0.0,1.0,0.0
